question_code	question_title	choice1	choice2	choice3	choice4	correct	state	correct_rate	picture	year	round	subject	"question_code	question_title	choice1	choice2	choice3	choice4	correct	state	correct_rate	picture	year	round	subject"																
QD20182015	"정점이 5개인 방향 그래프가 가질 수 있는 최대 간선 수는? (단, 자기간선과 중복간선은 배제한다.)"	7개	10개	20개	27개	3	정상	0		2018	2	D	"QD20182015	""정점이 5개인 방향 그래프가 가질 수 있는 최대 간선 수는? (단"	" 자기간선과 중복간선은 배제한다.)""	7개	10개	20개	27개	3	정상	0		2018	2	D"															
QD20182016	DBA가 사용자 Park에게 테이블A의 데이터를 갱신할 수 있는 시스템 권한을 부여하고자 하는 SQL문을 작성하고자 한다. 다음에 주어진 SQL문의 빈칸에 알맞게 채운 것은?	"㉠ INSERT, ㉡ INTO"	"㉠ ALTER, ㉡ TO"	"㉠ UPDATE, ㉡ ON"	"㉠ REPLACE, ㉡ IN"	3	정상	0	c:/test/QD20182016.png	2018	2	D	"QD20182016	DBA가 사용자 Park에게 테이블A의 데이터를 갱신할 수 있는 시스템 권한을 부여하고자 하는 SQL문을 작성하고자 한다. 다음에 주어진 SQL문의 빈칸에 알맞게 채운 것은?	""㉠ INSERT"	" ㉡ INTO""	""㉠ ALTER"	" ㉡ TO""	""㉠ UPDATE"	" ㉡ ON""	""㉠ REPLACE"	" ㉡ IN""	3	정상	0	c:/test/QD20182016.png	2018	2	D"												
QD20182017	다음 Postfix 연산식에 대한 연산결과로 옳은 것은?	35	42	77	360	2	정상	0	c:/test/QD20182017.png	2018	2	D	"QD20182017	다음 Postfix 연산식에 대한 연산결과로 옳은 것은?	35	42	77	360	2	정상	0	c:/test/QD20182017.png	2018	2	D"																
QD20182018	정규화 과정에서 A → B이고 B → C 일 때 A → C 인 관계를 제거하는 단계는?	1NF → 2NF	2NF → 3NF	3NF → BCNF	BCNF → 4NF	2	정상	0		2018	2	D	"QD20182018	정규화 과정에서 A → B이고 B → C 일 때 A → C 인 관계를 제거하는 단계는?	1NF → 2NF	2NF → 3NF	3NF → BCNF	BCNF → 4NF	2	정상	0		2018	2	D"																
QD20182019	다음 트리에 대한 INORDER 운행 결과는?	D B A E C F	A B D C E F	D B E C F A	A B C D E F	1	정상	0	c:/test/QD20182019.png	2018	2	D	"QD20182019	다음 트리에 대한 INORDER 운행 결과는?	D B A E C F	A B D C E F	D B E C F A	A B C D E F	1	정상	0	c:/test/QD20182019.png	2018	2	D"																
QD20182020	관계대수에 대한 설명으로 옳지 않은 것은?	원하는 릴레이션을 정의하는 방법을 제공하며 비절차적 언어이다.	릴레이션 조작을 위한 연산의 집합으로 피연산자와 결과가 모두 릴레이션이다.	일반 집합 연산과 순수 관계 연산으로 구분된다.	질의에 대한 해를 구하기 위해 수행해야 할 연산의 순서를 명시한다.	1	정상	0		2018	2	D	"QD20182020	관계대수에 대한 설명으로 옳지 않은 것은?	원하는 릴레이션을 정의하는 방법을 제공하며 비절차적 언어이다.	릴레이션 조작을 위한 연산의 집합으로 피연산자와 결과가 모두 릴레이션이다.	일반 집합 연산과 순수 관계 연산으로 구분된다.	질의에 대한 해를 구하기 위해 수행해야 할 연산의 순서를 명시한다.	1	정상	0		2018	2	D"																
QO20182041	가상기억장치 구현 기법에 대한 설명으로 가장 옳지 않은 것은?	가상기억장치 기법은 말 그대로 가상적인 것으로 현재 실무에서는 실현되는 방법이 아니다.	가상기억장치를 구현하는 일반적 방법에는 Paging과 Segmentation 기법이 있다.	주기억장치의 이용률과 다중 프로그래밍의 효율을 높일 수 있다.	주기억장치의 용량보다 큰 프로그램을 실행하기 위해 사용한다.	1	정상	0		2018	2	O	"QO20182041	가상기억장치 구현 기법에 대한 설명으로 가장 옳지 않은 것은?	가상기억장치 기법은 말 그대로 가상적인 것으로 현재 실무에서는 실현되는 방법이 아니다.	가상기억장치를 구현하는 일반적 방법에는 Paging과 Segmentation 기법이 있다.	주기억장치의 이용률과 다중 프로그래밍의 효율을 높일 수 있다.	주기억장치의 용량보다 큰 프로그램을 실행하기 위해 사용한다.	1	정상	0		2018	2	O"																
QO20182042	"HRN방식으로 스케줄링 할 경우, 입력된 작업이 다음＜표＞와 같을 때 우선순위가 가장 높은 것은?"	A	B	C	D	4	정상	0	c:/test/QO20182042.png	2018	2	O	"QO20182042	""HRN방식으로 스케줄링 할 경우"	" 입력된 작업이 다음＜표＞와 같을 때 우선순위가 가장 높은 것은?""	A	B	C	D	4	정상	0	c:/test/QO20182042.png	2018	2	O"															
QO20182043	"PCB를 갖고 있으며, 현재 실행 중 이거나 곧 실행 가능하며, CPU를 할당받을 수 있는 프로그램으로 정의할 수 있는 것은?"	워킹 셋	세그먼테이션	모니터	프로세스	4	정상	0		2018	2	O	"QO20182043	""PCB를 갖고 있으며"	 현재 실행 중 이거나 곧 실행 가능하며	" CPU를 할당받을 수 있는 프로그램으로 정의할 수 있는 것은?""	워킹 셋	세그먼테이션	모니터	프로세스	4	정상	0		2018	2	O"														
QO20182044	매크로 프로세서가 수행해야 하는 기본적인 기능에 해당하지 않는 것은?	매크로 정의 확정	매크로 호출 인식	매크로 정의 인식	매크로 정의 저장	1	정상	0		2018	2	O	"QO20182044	매크로 프로세서가 수행해야 하는 기본적인 기능에 해당하지 않는 것은?	매크로 정의 확정	매크로 호출 인식	매크로 정의 인식	매크로 정의 저장	1	정상	0		2018	2	O"																
QO20182045	"FIFO 스케줄링에서 3개의 작업 도착시간과 CPU 사용시간(burst time)이 다음 표와 같다. 이때 모든 작업들의 평균 반환시간(turn around time)은 약 얼마인가? (단, 소수점 이하는 반올림 처리한다.)"	16	17	20	33	4	정상	0	c:/test/QO20182045.png	2018	2	O	"QO20182045	""FIFO 스케줄링에서 3개의 작업 도착시간과 CPU 사용시간(burst time)이 다음 표와 같다. 이때 모든 작업들의 평균 반환시간(turn around time)은 약 얼마인가? (단"	" 소수점 이하는 반올림 처리한다.)""	16	17	20	33	4	정상	0	c:/test/QO20182045.png	2018	2	O"															
QO20182046	운영체제의 성능을 판단 할 수 있는 요소로 가장 거리가 먼 것은?	처리 능력	비용	신뢰도	사용가능도	2	정상	0		2018	2	O	"QO20182046	운영체제의 성능을 판단 할 수 있는 요소로 가장 거리가 먼 것은?	처리 능력	비용	신뢰도	사용가능도	2	정상	0		2018	2	O"																
QO20182047	일반적으로 사용되는 자원 보호 기법의 종류에 해당하지 않는 것은?	접근 제어 행렬(Access Control Matrix)	접근 제어 리스트(Access Control List)	권한 행렬(Capability Matrix)	권한 리스트(Capability List)	3	정상	0		2018	2	O	"QO20182047	일반적으로 사용되는 자원 보호 기법의 종류에 해당하지 않는 것은?	접근 제어 행렬(Access Control Matrix)	접근 제어 리스트(Access Control List)	권한 행렬(Capability Matrix)	권한 리스트(Capability List)	3	정상	0		2018	2	O"																
QO20182048	"비행기 제어, 교통 제어, 레이더 추적 등 정해진 시간에 반드시 수행되어야 하는 작업들이 존재할 때, 가장 적합한 처리방식은?"	Batch processing system	Time-sharing system	Real-time processing system	Distributed processing system	3	정상	0		2018	2	O	"QO20182048	""비행기 제어"	 교통 제어	 레이더 추적 등 정해진 시간에 반드시 수행되어야 하는 작업들이 존재할 때	" 가장 적합한 처리방식은?""	Batch processing system	Time-sharing system	Real-time processing system	Distributed processing system	3	정상	0		2018	2	O"													
QO20182049	비선점(Non-Preemptive) 스케줄링에 해당하지 않는 것은?	SRT(Shortest Remaining Time)	FIFO(First In First Out)	기한부(Deadline)	HRN(Highest Response-ration Next)	1	정상	0		2018	2	O	"QO20182049	비선점(Non-Preemptive) 스케줄링에 해당하지 않는 것은?	SRT(Shortest Remaining Time)	FIFO(First In First Out)	기한부(Deadline)	HRN(Highest Response-ration Next)	1	정상	0		2018	2	O"																
QO20182050	프로세서의 상호 연결 구조 중 하이퍼 큐브 구조에서 각 CPU가 3개의 연결점을 가질 경우 총 CPU의 개수는?	2	3	4	8	4	정상	0		2018	2	O	"QO20182050	프로세서의 상호 연결 구조 중 하이퍼 큐브 구조에서 각 CPU가 3개의 연결점을 가질 경우 총 CPU의 개수는?	2	3	4	8	4	정상	0		2018	2	O"																
QO20182051	해싱 등의 사상 함수를 사용하여 레코드 키(Record Key)에 의한 주소 계산을 통해 레코드를 접근할 수 있도록 구성한 파일은?	순차 파일	인덱스 파일	직접 파일	다중 링 파일	3	정상	0		2018	2	O	"QO20182051	해싱 등의 사상 함수를 사용하여 레코드 키(Record Key)에 의한 주소 계산을 통해 레코드를 접근할 수 있도록 구성한 파일은?	순차 파일	인덱스 파일	직접 파일	다중 링 파일	3						"																
QO20182052	"3개의 페이지 프레임(Frame)을 가진 기억장치에서 페이지 요청을 다음과 같은 페이지 번호 순으로 요청했을 때 교체 알고리즘으로 FIFO 방법을 사용한다면 몇 번의 페이지 부재(Fault)가 발생하는가? (단, 현재 기억장치는 모두 비어 있다고 가정한다.)"	7번	8번	9번	10번	3	정상	0	c:/test/QO20182052.png	2018	2	O	"QO20182052	""3개의 페이지 프레임(Frame)을 가진 기억장치에서 페이지 요청을 다음과 같은 페이지 번호 순으로 요청했을 때 교체 알고리즘으로 FIFO 방법을 사용한다면 몇 번의 페이지 부재(Fault)가 발생하는가? (단"	" 현재 기억장치는 모두 비어 있다고 가정한다.)""	7번	8번	9번	10번	3	정상	0	c:/test/QO20182052.png	2018	2	O"															
QO20182053	운영체제에서 커널의 기능이 아닌 것은?	"프로세스 생성, 종료"	사용자 인터페이스	"기억 장치 할당, 회수"	파일 시스템 관리	2	정상	0		2018	2	O	"QO20182053	운영체제에서 커널의 기능이 아닌 것은?	""프로세스 생성"	" 종료""	사용자 인터페이스	""기억 장치 할당"	" 회수""	파일 시스템 관리	2	정상	0		2018	2	O"														
QO20182054	"시스템 소프트웨어와 그 기능에 대한 설명으로 가장 옳지 않은 것은?중앙 컴퓨터와 직접 연결되어 응답이 빠르고 통신비용이 적게 소요되지만, 중앙 컴퓨터에 장애가 발생되면 전체 시스템이 마비되는 분산 시스템의 위상 구조는?"	로더 : 실행 가능한 프로그램을 기억 장치로 적재	링커 : 사용자 프로그램 소스코드와 I/O 루틴과의 결합	언어 번역기 : 고급언어로 작성된 사용자 프로그램을 기계어로 번역	디버거 : 실행시간 오류가 발생할 경우 기계 상태 검사 및 수정	2	정상	0		2018	2	O	"QO20182054	""시스템 소프트웨어와 그 기능에 대한 설명으로 가장 옳지 않은 것은?중앙 컴퓨터와 직접 연결되어 응답이 빠르고 통신비용이 적게 소요되지만"	" 중앙 컴퓨터에 장애가 발생되면 전체 시스템이 마비되는 분산 시스템의 위상 구조는?""	로더 : 실행 가능한 프로그램을 기억 장치로 적재	링커 : 사용자 프로그램 소스코드와 I/O 루틴과의 결합	언어 번역기 : 고급언어로 작성된 사용자 프로그램을 기계어로 번역	디버거 : 실행시간 오류가 발생할 경우 기계 상태 검사 및 수정	2	정상	0		2018	2	O"															
QO20182055	"중앙 컴퓨터와 직접 연결되어 응답이 빠르고 통신비용이 적게 소요되지만, 중앙 컴퓨터에 장애가 발생되면 전체 시스템이 마비되는 분산 시스템의 위상 구조는?"	완전연결(fully connected) 구조	성형(star) 구조	계층(hierarchy) 구조	환형(ring) 구조	2	정상	0		2018	2	O	"QO20182055	""중앙 컴퓨터와 직접 연결되어 응답이 빠르고 통신비용이 적게 소요되지만"	" 중앙 컴퓨터에 장애가 발생되면 전체 시스템이 마비되는 분산 시스템의 위상 구조는?""	완전연결(fully connected) 구조	성형(star) 구조	계층(hierarchy) 구조	환형(ring) 구조	2	정상	0		2018	2	O"															
QO20182056	SJF(Shortest-Job-First) 스케줄링 방법에 대한 설명으로 가장 거리가 먼 것은?	작업이 끝날 때까지의 실행시간 추정치가 가장 작은 작업을 먼저 실행시킨다.	작업 시간이 큰 경우 오랫동안 대기하여야 한다.	각 프로세스의 프로세스 요구시간을 미리 예측하기 쉽다.	FIFO 기법보다 평균대기시간이 감소된다.	3	정상	0		2018	2	O	"QO20182056	SJF(Shortest-Job-First) 스케줄링 방법에 대한 설명으로 가장 거리가 먼 것은?	작업이 끝날 때까지의 실행시간 추정치가 가장 작은 작업을 먼저 실행시킨다.	작업 시간이 큰 경우 오랫동안 대기하여야 한다.	각 프로세스의 프로세스 요구시간을 미리 예측하기 쉽다.	FIFO 기법보다 평균대기시간이 감소된다.	3	정상	0		2018	2	O"																
QO20182057	유닉스의 i-node에 포함되는 정보가 아닌 것은?	디스크 상의 물리적 주소	파일 소유자의 사용자 식별	파일이 처음 사용된 시간	파일에 대한 링크 수	3	정상	0		2018	2	O	"QO20182057	유닉스의 i-node에 포함되는 정보가 아닌 것은?	디스크 상의 물리적 주소	파일 소유자의 사용자 식별	파일이 처음 사용된 시간	파일에 대한 링크 수	3	정상	0		2018	2	O"																
QO20182058	UNIX시스템의 특징으로 가장 옳지 않은 것은?	대화식 운영체제이다.	쉽게 유지 보수할 수 있는 계층적 파일 시스템을 이용한다.	"멀티유저, 멀티태스킹을 지원한다."	디렉터리는 효과적 구현이 가능한 이중 리스트 구조를 사용한다.	4	정상	0		2018	2	O	"QO20182058	UNIX시스템의 특징으로 가장 옳지 않은 것은?	대화식 운영체제이다.	쉽게 유지 보수할 수 있는 계층적 파일 시스템을 이용한다.	""멀티유저"	" 멀티태스킹을 지원한다.""	디렉터리는 효과적 구현이 가능한 이중 리스트 구조를 사용한다.	4	정상	0		2018	2	O"															
QO20182059	교착상태와 은행원 알고리즘의 불안전상태(Unsafe State)에 대한 설명으로 가장 옳은 것은?	교착상태는 불안전상태에 속한다.	불안전상태의 모든 시스템은 궁극적으로 교착상태에 빠지게 된다.	불안전상태는 교착상태에 속한다.	교착상태와 불안전상태는 서로 무관하다.	1	정상	0		2018	2	O	"QO20182059	교착상태와 은행원 알고리즘의 불안전상태(Unsafe State)에 대한 설명으로 가장 옳은 것은?	교착상태는 불안전상태에 속한다.	불안전상태의 모든 시스템은 궁극적으로 교착상태에 빠지게 된다.	불안전상태는 교착상태에 속한다.	교착상태와 불안전상태는 서로 무관하다.	1	정상	0		2018	2	O"																
QO20182060	"운영체제를 기능상 분류했을 때, 제어 프로그램 중 다음 설명에 해당하는 것은?"	문제 프로그램(problem program)	감시 프로그램(supervisor program)	작업 제어 프로그램(job control program)	데이터 관리 프로그램(data management program)	4	정상	0	c:/test/QO20182060.png	2018	2	O	"QO20182060	""운영체제를 기능상 분류했을 때"	" 제어 프로그램 중 다음 설명에 해당하는 것은?""	문제 프로그램(problem program)	감시 프로그램(supervisor program)	작업 제어 프로그램(job control program)	데이터 관리 프로그램(data management program)	4	정상	0	c:/test/QO20182060.png	2018	2	O"															
QS20182061	HIPO(Hierarchy Input Process Output)에 대한 설명으로 가장 옳지 않은 것은?	상향식 소프트웨어 개발을 위한 문서화 도구이다.	"구조도, 개요 도표 집합, 상세 도표 집합으로 구성된다."	기능과 자료의 의존 관계를 동시에 표현할 수 있다.	보기 쉽고 이해하기 쉽다.	1	정상	0		2018	2	S	"QS20182061	HIPO(Hierarchy Input Process Output)에 대한 설명으로 가장 옳지 않은 것은?	상향식 소프트웨어 개발을 위한 문서화 도구이다.	""구조도"	 개요 도표 집합	" 상세 도표 집합으로 구성된다.""	기능과 자료의 의존 관계를 동시에 표현할 수 있다.	보기 쉽고 이해하기 쉽다.	1	정상	0		2018	2	S"														
QS20182062	하향식 통합 검사(test)에 대한 설명으로 가장 옳지 않은 것은?	시스템구조의 위층에 있는 모듈부터 아래층의 모듈로 내려오면서 통합한다.	일반적으로 스터브(stub)를 드라이버(driver)보다 쉽게 작성할 수 있다.	검사 초기에는 시스템의 구조를 사용자에게 보여줄 수 없다.	상위층에서 검사 사례(test case)를 쓰기가 어렵다.	3	정상	0		2018	2	S	"QS20182062	하향식 통합 검사(test)에 대한 설명으로 가장 옳지 않은 것은?	시스템구조의 위층에 있는 모듈부터 아래층의 모듈로 내려오면서 통합한다.	일반적으로 스터브(stub)를 드라이버(driver)보다 쉽게 작성할 수 있다.	검사 초기에는 시스템의 구조를 사용자에게 보여줄 수 없다.	상위층에서 검사 사례(test case)를 쓰기가 어렵다.	3	정상	0		2018	2	S"																
QS20182063	소프트웨어 품질 목표 중 쉽게 배우고 사용할 수 있는 정도를 의미하는 개념으로 가장 타당한 것은?	Reliability	Usability	Efficiency	Integrity	2	정상	0		2018	2	S	"QS20182063	소프트웨어 품질 목표 중 쉽게 배우고 사용할 수 있는 정도를 의미하는 개념으로 가장 타당한 것은?	Reliability	Usability	Efficiency	Integrity	2	정상	0		2018	2	S"																
QS20182064	럼바우(Rumbaugh)의 객체지향 분석 절차를 가장 바르게 나열한 것은?	객체 모형 → 동적 모형 → 기능 모형	객체 모형 → 기능 모형 → 동적 모형	기능 모형 → 동적 모형 → 객체 모형	기능 모형 → 객체 모형 → 동적 모형	1	정상	0		2018	2	S	"QS20182064	럼바우(Rumbaugh)의 객체지향 분석 절차를 가장 바르게 나열한 것은?	객체 모형 → 동적 모형 → 기능 모형	객체 모형 → 기능 모형 → 동적 모형	기능 모형 → 동적 모형 → 객체 모형	기능 모형 → 객체 모형 → 동적 모형	1	정상	0		2018	2	S"																
QS20182065	NS(Nassi-Schneiderman) chart에 대한 설명으로 가장 거리가 먼 것은?	논리의 기술에 중점을 둔 도형식 표현 방법이다.	"연속, 선택 및 다중 선택, 반복 등의 제어논리 구조로 표현한다."	주로 화살표를 사용하여 논리적인 제어구조로 흐름을 표현한다.	조건이 복합되어 있는 곳의 처리를 시각적으로 명확히 식별하는데 적합하다.	3	정상	0		2018	2	S	"QS20182065	NS(Nassi-Schneiderman) chart에 대한 설명으로 가장 거리가 먼 것은?	논리의 기술에 중점을 둔 도형식 표현 방법이다.	""연속"	 선택 및 다중 선택	" 반복 등의 제어논리 구조로 표현한다.""	주로 화살표를 사용하여 논리적인 제어구조로 흐름을 표현한다.	조건이 복합되어 있는 곳의 처리를 시각적으로 명확히 식별하는데 적합하다.	3	정상	0		2018	2	S"														
QS20182066	객체지향 분석에 대한 설명으로 가장 옳지 않은 것은?	"분석가에게 주요한 모델링 구성요소인 클래스, 객체, 속성, 연산들을 표현해서 문제를 모형화시킬 수 있게 해 준다."	"객체지향관점은 모형화 표기법의 전후관계에서 객체의 분류, 속성들의 상속, 그리고 메시지의 통신 등을 결합한 것이다."	"객체는 클래스로부터 인스턴스화 되고, 이 클래스를 식별하는 것이 객체지향분석의 주요한 목적이다."	E-R 다이어그램은 객체지향분석의 표기법으로는 적합하지 않다.	4	정상	0		2018	2	S	"QS20182066	객체지향 분석에 대한 설명으로 가장 옳지 않은 것은?	""분석가에게 주요한 모델링 구성요소인 클래스"	 객체	 속성	" 연산들을 표현해서 문제를 모형화시킬 수 있게 해 준다.""	""객체지향관점은 모형화 표기법의 전후관계에서 객체의 분류"	 속성들의 상속	" 그리고 메시지의 통신 등을 결합한 것이다.""	""객체는 클래스로부터 인스턴스화 되고"	" 이 클래스를 식별하는 것이 객체지향분석의 주요한 목적이다.""	E-R 다이어그램은 객체지향분석의 표기법으로는 적합하지 않다.	4	정상	0		2018	2	S"										
QS20182067	바람직한 소프트웨어 설계 지침이 아닌 것은?	적당한 모듈의 크기를 유지한다.	모듈 간의 접속 관계를 분석하여 복잡도와 중복을 줄인다.	모듈 간의 결합도는 강할수록 바람직하다.	모듈 간의 효과적인 제어를 위해 설계에서 계층적 자료 조직이 제시되어야 한다.	3	정상	0		2018	2	S	"QS20182067	바람직한 소프트웨어 설계 지침이 아닌 것은?	적당한 모듈의 크기를 유지한다.	모듈 간의 접속 관계를 분석하여 복잡도와 중복을 줄인다.	모듈 간의 결합도는 강할수록 바람직하다.	모듈 간의 효과적인 제어를 위해 설계에서 계층적 자료 조직이 제시되어야 한다.	3	정상	0		2018	2	S"																
QS20182068	소프트웨어 수명주기 모형 중 폭포수 모형에 대한 설명으로 가장 옳지 않은 것은?	적용사례가 많다.	단계별 정의가 분명하다.	단계별 산출물이 명확하다.	요구사항의 변경이 용이하다.	4	정상	0		2018	2	S	"QS20182068	소프트웨어 수명주기 모형 중 폭포수 모형에 대한 설명으로 가장 옳지 않은 것은?	적용사례가 많다.	단계별 정의가 분명하다.	단계별 산출물이 명확하다.	요구사항의 변경이 용이하다.	4	정상	0		2018	2	S"																
QS20182069	중앙집중형팀(책임프로그래머팀)의 특징으로 가장 거리가 먼 것은?	팀 리더의 개인적 능력이 가장 중요하다.	조직적으로 잘 구성된 중앙 집중식 구조이다.	프로젝트 팀의 목표 설정 및 의사결정 권한이 팀 리더에게 주어진다.	팀 구성원 간의 의사교류를 활성화시키므로 팀원의 참여도와 만족도를 증대시킨다.	4	정상	0		2018	2	S	"QS20182069	중앙집중형팀(책임프로그래머팀)의 특징으로 가장 거리가 먼 것은?	팀 리더의 개인적 능력이 가장 중요하다.	조직적으로 잘 구성된 중앙 집중식 구조이다.	프로젝트 팀의 목표 설정 및 의사결정 권한이 팀 리더에게 주어진다.	팀 구성원 간의 의사교류를 활성화시키므로 팀원의 참여도와 만족도를 증대시킨다.	4	정상	0		2018	2	S"																
QS20182070	다음 검사의 기법 중 종류가 다른 하나는 무엇인가?	동치 분할 검사	원인 효과 그래프 검사	비교 검사	데이터 흐름 검사	4	정상	0		2018	2	S	"QS20182070	다음 검사의 기법 중 종류가 다른 하나는 무엇인가?	동치 분할 검사	원인 효과 그래프 검사	비교 검사	데이터 흐름 검사	4	정상	0		2018	2	S"																
QS20182071	객체 지향 기법에서 하나 이상의 유사한 객체들을 묶어서 하나의 공통된 특성을 표현한 것을 무엇이라고 하는가?	클래스	함수	메소드	메시지	1	정상	0		2018	2	S	"QS20182071	객체 지향 기법에서 하나 이상의 유사한 객체들을 묶어서 하나의 공통된 특성을 표현한 것을 무엇이라고 하는가?	클래스	함수	메소드	메시지	1	정상	0		2018	2	S"																
QS20182072	객체지향 모형에서 기능 모형(Functional model)의 설계 순서로 가장 옳은 것은?	ⓐ → ⓑ → ⓒ → ⓓ	ⓐ → ⓒ → ⓑ → ⓓ	ⓒ → ⓓ → ⓐ → ⓑ	ⓒ → ⓑ → ⓐ → ⓓ	4	정상	0	c:/test/QS20182072.png	2018	2	S	"QS20182072	객체지향 모형에서 기능 모형(Functional model)의 설계 순서로 가장 옳은 것은?	ⓐ → ⓑ → ⓒ → ⓓ	ⓐ → ⓒ → ⓑ → ⓓ	ⓒ → ⓓ → ⓐ → ⓑ	ⓒ → ⓑ → ⓐ → ⓓ	4	정상	0	c:/test/QS20182072.png	2018	2	S"																
QS20182073	비용 예측을 위한 기능 점수 방법에 대한 설명 중 가장 옳지 않은 것은?	"입력, 출력, 질의, 파일, 인터페이스의 개수로 소프트웨어의 규모를 표현한다."	기능 점수는 원시코드의 구현에 이용되는 프로그래밍 언어에 종속적이다.	"경험을 바탕으로 단순, 보통, 복잡한 정도에 따라 가중치를 부여한다."	프로젝트의 영향도와 가중치의 합을 이용하여 실질기능점수를 계산한다.	2	정상	0		2018	2	S	"QS20182073	비용 예측을 위한 기능 점수 방법에 대한 설명 중 가장 옳지 않은 것은?	""입력"	 출력	 질의	 파일	" 인터페이스의 개수로 소프트웨어의 규모를 표현한다.""	기능 점수는 원시코드의 구현에 이용되는 프로그래밍 언어에 종속적이다.	""경험을 바탕으로 단순"	 보통	" 복잡한 정도에 따라 가중치를 부여한다.""	프로젝트의 영향도와 가중치의 합을 이용하여 실질기능점수를 계산한다.	2	정상	0		2018	2	S"										
QS20182074	자료 사전에서 자료의 반복을 의미하는 것은?	＝	( )	{ }	[ ]	3	정상	0		2018	2	S	"QS20182074	자료 사전에서 자료의 반복을 의미하는 것은?	＝	( )	{ }	[ ]	3	정상	0		2018	2	S"																
QS20182075	CPM(Critical Path Method) 네트워크에 대한 설명으로 가장 타당하지 않은 것은?	프로젝트 작업 사이의 관계를 나타내며 최장경로를 파악할 수 있다.	프로젝트 각 작업에 필요한 시간을 정확하게 예측할 수 있다.	다른 일정계획안을 시뮬레이션 할 수 있다.	"병행작업이 가능하도록 계획할 수 있으며, 이를 위한 자원할당도 가능하다."	2	정상	0		2018	2	S	"QS20182075	CPM(Critical Path Method) 네트워크에 대한 설명으로 가장 타당하지 않은 것은?	프로젝트 작업 사이의 관계를 나타내며 최장경로를 파악할 수 있다.	프로젝트 각 작업에 필요한 시간을 정확하게 예측할 수 있다.	다른 일정계획안을 시뮬레이션 할 수 있다.	""병행작업이 가능하도록 계획할 수 있으며"	" 이를 위한 자원할당도 가능하다.""	2	정상	0		2018	2	S"															
QS20182076	소프트웨어 재사용을 통한 장점이 아닌 것은?	개발 시간과 비용을 감소시킨다.	소프트웨어 품질을 향상시킨다.	생산성을 증가시킨다.	고급 프로그래머 배출이 용이하다.	4	정상	0		2018	2	S	"QS20182076	소프트웨어 재사용을 통한 장점이 아닌 것은?	개발 시간과 비용을 감소시킨다.	소프트웨어 품질을 향상시킨다.	생산성을 증가시킨다.	고급 프로그래머 배출이 용이하다.	4	정상	0		2018	2	S"																
QS20182077	블랙박스 검사 기법에 해당하는 것으로만 나열한 것은?	"㉠, ㉡"	"㉠, ㉡, ㉤, ㉥"	"㉢, ㉣, ㉤, ㉥"	"㉠, ㉢, ㉣, ㉤, ㉥"	3	정상	0	c:/test/QS20182077.png	2018	2	S	"QS20182077	블랙박스 검사 기법에 해당하는 것으로만 나열한 것은?	""㉠"	" ㉡""	""㉠"	 ㉡	 ㉤	" ㉥""	""㉢"	 ㉣	 ㉤	" ㉥""	""㉠"	 ㉢	 ㉣	 ㉤	" ㉥""	3	정상	0	c:/test/QS20182077.png	2018	2	S"					
QS20182078	CASE 도구의 정보저장소(Repository)에 대한 설명으로 가장 거리가 먼 것은?	"일반적으로 정보저장소는 도구들과 생명주기 활동, 사용자들, 응용 소프트웨어들 사이의 통신과 소프트웨어 시스템 정보의 공유를 향상시킨다."	초기의 소프트웨어 개발 환경에서는 사람이 정보저장소 역할을 했지만 오늘날에는 응용 프로그램이 정보저장소 역할을 담당한다.	"정보저장소는 도구들의 통합, 소프트웨어 시스템의 표준화, 소프트웨어 시스템 정보의 공유, 소프트웨어 재사용성의 기본이 된다."	소프트웨어 시스템 구성 요소들과 시스템 정보가 정보저장소에 의해 관리되므로 소프트웨어 시스템의 유지보수가 용이해진다.	2	정상	0		2018	2	S	"QS20182078	CASE 도구의 정보저장소(Repository)에 대한 설명으로 가장 거리가 먼 것은?	""일반적으로 정보저장소는 도구들과 생명주기 활동"	 사용자들	" 응용 소프트웨어들 사이의 통신과 소프트웨어 시스템 정보의 공유를 향상시킨다.""	초기의 소프트웨어 개발 환경에서는 사람이 정보저장소 역할을 했지만 오늘날에는 응용 프로그램이 정보저장소 역할을 담당한다.	""정보저장소는 도구들의 통합"	 소프트웨어 시스템의 표준화	 소프트웨어 시스템 정보의 공유	" 소프트웨어 재사용성의 기본이 된다.""	소프트웨어 시스템 구성 요소들과 시스템 정보가 정보저장소에 의해 관리되므로 소프트웨어 시스템의 유지보수가 용이해진다.	2	정상	0		2018	2	S"											
QS20182079	정형 기술 검토(FTR)의 지침 사항으로 가장 옳지 않은 것은?	제품의 검토에만 집중한다.	문제 영역을 명확히 표현한다.	참가자의 수를 제한하고 사전 준비를 강요한다.	논쟁이나 반박을 제한하지 않는다.	4	정상	0		2018	2	S	"QS20182079	정형 기술 검토(FTR)의 지침 사항으로 가장 옳지 않은 것은?	제품의 검토에만 집중한다.	문제 영역을 명확히 표현한다.	참가자의 수를 제한하고 사전 준비를 강요한다.	논쟁이나 반박을 제한하지 않는다.	4	정상	0		2018	2	S"																
